Date,Adj Close
2024-05-08,2055.139892578125
2024-05-09,2073.6298828125
2024-05-10,2059.780029296875
2024-05-13,2062.1201171875
2024-05-14,2085.68994140625
2024-05-15,2109.4599609375
2024-05-16,2096.25
2024-05-17,2095.719970703125
2024-05-20,2102.5
2024-05-21,2098.360107421875
2024-05-22,2081.7099609375
2024-05-23,2048.409912109375
2024-05-24,2069.669921875
2024-05-28,2066.85009765625
2024-05-29,2036.18994140625
2024-05-30,2056.60009765625
2024-05-31,2070.1298828125
2024-06-03,2059.679931640625
2024-06-04,2033.93994140625
2024-06-05,2063.8701171875
2024-06-06,2049.43994140625
2024-06-07,2026.550048828125
2024-06-10,2031.6099853515625
2024-06-11,2024.3499755859375
2024-06-12,2057.10009765625
2024-06-13,2038.9100341796875
2024-06-14,2006.1600341796875
2024-06-17,2022.010009765625
2024-06-18,2025.22998046875
2024-06-20,2017.3900146484375
2024-06-21,2022.030029296875
2024-06-24,2030.81005859375
2024-06-25,2022.3499755859375
2024-06-26,2018.1199951171875
2024-06-27,2038.3399658203125
2024-06-28,2047.68994140625
2024-07-01,2030.0699462890625
2024-07-02,2033.8699951171875
2024-07-03,2036.6199951171875
2024-07-05,2026.72998046875
2024-07-08,2038.6700439453125
2024-07-09,2029.469970703125
2024-07-10,2051.75
2024-07-11,2125.0400390625
2024-07-12,2148.27001953125
2024-07-15,2187.02001953125
2024-07-16,2263.669921875
2024-07-17,2239.669921875
2024-07-18,2198.2900390625
2024-07-19,2184.35009765625
2024-07-22,2220.64990234375
2024-07-23,2243.27001953125
2024-07-24,2195.3701171875
2024-07-25,2222.97998046875
2024-07-26,2260.070068359375
2024-07-29,2235.330078125
2024-07-30,2243.139892578125
2024-07-31,2254.47998046875
2024-08-01,2186.159912109375
2024-08-02,2109.31005859375
2024-08-05,2039.1600341796875
2024-08-06,2064.300048828125
2024-08-07,2035.1099853515625
2024-08-08,2084.419921875
2024-08-09,2080.919921875
2024-08-12,2062.080078125
2024-08-13,2095.18994140625
2024-08-14,2084.320068359375
2024-08-15,2135.469970703125
2024-08-16,2141.919921875
2024-08-19,2167.5
2024-08-20,2142.18994140625
2024-08-21,2170.56005859375
2024-08-22,2150.030029296875
2024-08-23,2218.699951171875
2024-08-26,2217.919921875
2024-08-27,2203.0
2024-08-28,2188.639892578125
2024-08-29,2202.97998046875
2024-08-30,2217.6298828125
2024-09-03,2149.2099609375
2024-09-04,2145.219970703125
2024-09-05,2132.050048828125
2024-09-06,2091.409912109375
2024-09-09,2097.780029296875
2024-09-10,2097.43994140625
2024-09-11,2103.85009765625
2024-09-12,2129.429931640625
2024-09-13,2182.489990234375
2024-09-16,2189.169921875
2024-09-17,2205.47998046875
2024-09-18,2206.340087890625
2024-09-19,2252.7099609375
2024-09-20,2227.889892578125
2024-09-23,2220.280029296875
2024-09-24,2223.989990234375
2024-09-25,2197.449951171875
2024-09-26,2209.8701171875
2024-09-27,2224.699951171875
2024-09-30,2229.969970703125
2024-10-01,2197.030029296875
2024-10-02,2195.010009765625
2024-10-03,2180.14990234375
2024-10-04,2212.800048828125
2024-10-07,2193.090087890625
2024-10-08,2194.97998046875
2024-10-09,2200.590087890625
2024-10-10,2188.419921875
2024-10-11,2234.409912109375
2024-10-14,2248.639892578125
