Date,Tweet,Overall_Sentiment_Score
10/13/2024,rallies butler pennsylvania flag configuration case anyone needs snap sick pic trump going lol https,-0.128
10/13/2024,rt rockpileexecute lyssasphere disagree least bit jealous trump putin,-0.6808
10/13/2024,rt queenmagaultra ðÿ mic drop ðÿ entrepreneur grantcardone gives voters every reason world vote kamalahq,-0.2732
10/13/2024,rt trumpafghans truth president trump knew exactly needed done biden harris busy coddling,0.3182
10/13/2024,rt atrupar trump promises operation aurora involve federal forces deportation raids areas country,0.3818
10/13/2024,rt agentself99b breaking lawyers begging judge stop jack smith releasing evidence,-0.296
10/13/2024,rt leadingreport breaking fifteen recipients medal honor written letter endorse donald trump president,0.8225
10/13/2024,thechiefnerd truth come jack smith going trump,0.3182
10/13/2024,rt therealroseanne fine gates soros zuckerberg media colluding suppress hunter laptop,-0.1027
10/13/2024,rt pettylupone kamala harris raleigh nc tonight ðÿ https,0.0
10/13/2024,rt breaking senile moment donald trump claimed mexico paid wall trump barely built wall,0.0
10/13/2024,rt kamalaharris invite public watch trump rallies acuity,0.1531
10/13/2024,rt cryptoastmedia la roadmap de worldlibertyfi quel avenir pour le projet crypto par les fils de donald trump,0.0
10/13/2024,rt atrupar trump california brownouts blackouts every day trump crowd california silence https,0.0
10/13/2024,rt mtgrepp cnn want retweet video 100k people california rally saying sucks cnn sucks cnn,-0.5719
10/13/2024,rt immeme0 possible last 4 years putting americans last could unite country bridge racial,0.0
10/13/2024,rt truejmitchell works forced live homeless right due joe biden kamala harris economy,-0.4588
10/13/2024,rt lauraloomer watch hereby calling death penalty migrant kills american citizen law enforcement,-0.886
10/13/2024,rt jackposobiec breaking jd vance pulling bigger crowds kamala pa reading https,0.0
10/13/2024,rt craigchamberlin kamala harris attempting run tough crime candidate even going far saying equipped,-0.6124
10/13/2024,rt notdorseyjack1 s51781902 trustgod2020 surgerysleeper traveler002 blessings2trump hazi224 benny2487250505,0.0
10/13/2024,rt americasgreat david bautista says trump supporters brain dead least enough brains wear shirt suit moron,-0.6808
10/13/2024,rt defiyantlyfree democrats impeached trump withholding aide ukraine consequence withholding aide,0.0
10/13/2024,rt kamalahq harris senior advisor ian sams fox vice president harris released letter physician outlining,0.0
10/13/2024,rt kellytx2 vote voting trump,0.0
10/13/2024,rt vijayjyotishusa final assessment president trump predicted win us elections 2024 final assessment indicates president,0.5859
10/13/2024,rt rightforamerica harris sends billions abroad americans get pennies https cantaffordkamala,0.0
10/13/2024,rt breaking president detroit economic club demolished donald trump slandering city detroit,0.0
10/13/2024,rt marionawfal left want murderers country would want people country look,-0.5719
10/13/2024,rt marklevinshow kamala harris supports amnesty 20 million illegal aliens https,-0.2732
10/13/2024,rt tribelaw rhetoric rally stage would make bleakâ reality oval office chaotic term,-0.4939
10/13/2024,rt kamalahq trump announces withhold disaster relief aid california obey president,-0.25
10/13/2024,rt acyn lol wowâ trump quickly defleet going take inflation going deflate going,0.4215
10/13/2024,rt rpsagainsttrump republicans harris,0.0
10/13/2024,rt adgirlmm much trump feed today believe polls believe hype discouraged stay,-0.4019
10/13/2024,rt cryptogems555 us election coming soon trump meta go bananas added djt 0xtrumpchain https,0.0
10/13/2024,rt behizytweets trump solution solving california water crisis detailed amp genius wants prevent water,-0.0772
10/13/2024,rt stayscathed worlds different trump rally needed see tonight democracy looks like ðÿ,0.3612
10/13/2024,rt johnfugelsang opposing pro act makes trump amp vance heroes racist teamsters dream less power shittier working,-0.3657
10/13/2024,rt phillipsoninst jd mom got health coverage trump using obamacare story,0.0
10/13/2024,rt tonylanenv rumors swirling kamala harris campaign team contemplating suspending tim walz recent,0.0
10/13/2024,rt behizytweets might see think texas actually coachella california right trump texifying,0.0
10/13/2024,rt trumpwarroom unsurfaced video shows former san francisco prosecutor ripping kamala harris plan prosecute drug,-0.4019
10/13/2024,jojofromjerz everyone pay attention real issue item item changes republicans advocate real issue trump far right fascist fathers fought died ww2 fighting defeat marxist regimes hitler mussolini,-0.9371
10/13/2024,rt thethe1776 representative harriet hageman gives merciless take kamala appearance view fed,0.0
10/13/2024,rt defiyantlyfree today donald trump went kamala home state coachella ca deep blue state even failed,-0.5106
10/13/2024,rt charliekirk11 donald trump confirms going joe rogan boom https,0.0
10/13/2024,rt kamalahq jd vance announces trump oppose pro act bill would strengthen power workers organize,0.3182
10/13/2024,rt kamalahq trump kamala harris gone north carolina kamala harris currently north carolina https,0.0
10/13/2024,rt waterworkersire micheal martin liar trusted need get liar party government along,-0.2023
10/13/2024,rt nielsbjerre https usa tidligere forsvarschef mark milley om donald trump dangerous person,-0.4767
10/13/2024,zhengyu250097 quacksanonymous voting trump ensure destruction government piqued curiosity really wanted understand bigot instead thought one parasite nasty,-0.6808
10/13/2024,ericland55 andie00471 also thank 3 sisters voting trump want murdered raped democrats illegal aliens,-0.8957
10/13/2024,let never forget today biden harris future remain harris wins election nothing differently words mine ðÿ https,0.656
10/13/2024,rt trumpdailyposts sunday morning futures maria bartiromo enjoy donald trump truth social,0.6705
10/13/2024,rt maxblumenthal remember admin sent aid drops gaza paper genocide sponsoring,0.0
10/13/2024,rt realhickory president trump campaign announced holding 2 rallies day every day november 5th close deal,0.0
10/13/2024,rt breaking stunningly senile incoherent moment donald trump talking democrats want ban cows,-0.5106
10/13/2024,jordanbpeterson vp kamalaharris kamala harris four years accomplishments imported illegals weaponized government higher inflation higher crime trump vance reverses fixed quickly leave failing kamala behind empower trump vance better america,-0.6249
10/13/2024,rt jules31415 jd vance left bluetooth earrings home https,0.0
10/13/2024,rt elonmusk trump must win get insane imagine,0.2732
10/13/2024,rt chuckcallesto trump takes stage coachella estimated crowd close could trump steal california,-0.4939
10/13/2024,rt chrisjollyhale former president trump 44 cabinet secretaries 40 support 2024 campaign neither vice,0.4019
10/13/2024,rt atticus59914029 man fully imbibed lessons trumpism clear see trump picked vp pence,0.3818
10/13/2024,rt realtrentleisy wow kamala said rightful president trump unfit serve release medical records,0.5859
10/13/2024,rt rpsagainsttrump conservative columnist sykescharlie endorsed vp harris whether agree tax policy,0.5423
10/13/2024,eddie griffin says may trump instead kamala harris source fox news https,0.0
10/13/2024,rt donald trump jd vance know manufacturing manufacture bullshit,-0.5859
10/13/2024,submit landslide defeat donnie dump wise unite republic anything magats become even belligerent surly violent retreating fu world vomited lies 1,-0.9313
10/13/2024,rt newtgingrich took real nerve president obama leave 8 bedroom mansion 28 acres vineyard lecture young,-0.0516
10/13/2024,rt joeymannarinous epstein list endorse kamala diddy list endorse kamala,0.5574
10/13/2024,rt boloudon people showed rightful president trump coachella california rally california loves donald trump,0.5719
10/13/2024,rt mtgrepp cnn want retweet video 100k people california rally saying sucks cnn sucks cnn,-0.5719
10/13/2024,rt endwokeness look lighting nyt interview jd vance notice anything https,0.0
10/13/2024,rt realtrentleisy wow kamala said rightful president trump unfit serve release medical records,0.5859
10/13/2024,rt anthonyzenkus nevada flipped trump rcp average latest toss map shows trump winning jill stein,0.5267
10/13/2024,jojojumail mar18z 7wi366 3baq10 âœ,0.0
10/13/2024,rt mjtruthultra know kamala harris helped protect baby organ harvesting operation prosecuted journalist,0.0
10/13/2024,rt toscaausten turn says incumbent veep four years harris joe biden opportunity govern,0.4215
10/13/2024,rt mikesington campaigning kamala harris first lady jill biden warns women die donald trump,-0.6486
10/13/2024,rt bennyjohnson look found walking road florida may trump sign yard,0.0
10/13/2024,rt rpsagainsttrump trump supporter named guys black cockroach jordan klepper even try hide,0.1027
10/13/2024,rt josephpolitano opinion alone disqualifying vance yale law grad amp vc smart enough,0.1779
10/13/2024,rt breaking stunningly senile incoherent moment donald trump talking democrats want ban cows,-0.5106
10/13/2024,rt behizytweets latina superstar mayra flores fire trump hispanic roundtable las vegas crushed kamala harris,-0.6369
10/13/2024,rt mjfree knew new york times able confirm coordination trump campaign elon twitter,0.0
10/13/2024,madnesswatcher think trump pushing iran responsible yeah,0.5423
10/13/2024,rt shemekamichelle black woman https,0.0
10/13/2024,annvandersteel sirbylholte ann given sauce mi trustworthy proven confirmed multiple times almost daily months watching actors get away steal 2020 mention crimes kamala harris dead see nxt,-0.5994
10/13/2024,dirtroadpickup yes right tiktok trump constitution harris working fox news late last featured movie reagan lead watched yet,0.4019
10/13/2024,https,0.0
10/13/2024,rt thejackhopkins happening right easily called 44 billion dollar contribution trump campaign,0.34
10/13/2024,rt kyliejanekremer hey secretservice fbi fbiatlanta please investigate today gwinnett county ga man signed volunteer,0.3182
10/13/2024,rt elonmusk trump must win get insane imagine,0.2732
10/13/2024,rt last election trump win https,0.5859
10/13/2024,rt mjfree take black one thanks trump want black president white president https,0.4939
10/13/2024,rt veronicastrac phoenix az actor bryan cranston says important daughter fathers daughters within,0.2023
10/13/2024,rt bennyjohnson know bad snl openly mocking kamala harris joe biden https,-0.7351
10/13/2024,stevebrule8 tonyxtwo trump winning black vote hell,-0.296
10/13/2024,catturd2 homos harris,0.0
10/13/2024,rt behizytweets grant cardone went kamala harris trump rally filter never heard many,0.3612
10/13/2024,rt mantahunk trump white voters 65 going take away sole source income social security something put,0.34
10/13/2024,rt maddenifico gentleman get ready bcz think things weird wait til loathsome,0.2023
10/13/2024,mitchellvii said got elected need watch man imagine trump could support think headliners leadership summit,0.4019
10/13/2024,https,0.0
10/13/2024,rt kamalaformn minnesota grandparents showing kamala harris tim walz want better future,0.4939
10/13/2024,rt randyrrquaid obama went 10k custom suit telling vote harris keep 10k suits,0.0
10/13/2024,rt mmpadellan holy shit ðÿ trump regret racist attack detroit detroit 1 trump zero https,-0.926
10/13/2024,rt gunthereagleman another reason voting president trump,0.0
10/13/2024,rt tizzywoman donald trump wrong detroit growing crime factories opening tim walz said,-0.7096
10/13/2024,rt realtrumppbump wo survive another trump presidency https,0.0
10/13/2024,d4nciingqueen lol thought thing ignore pro posts influential know trying rig game billionaires expose employees make fuck get blueballs,-0.34
10/13/2024,kimdotcom even tho u source far fetched believe turn way fit democrat style politics ukr holding till election along usa president transfer blame trump afterwards,0.0258
10/13/2024,rpsagainsttrump fun fact biden brought millions illegals many criminals votes many americans murdered raped assaulted said illegals,-0.93
10/13/2024,rt wesleyhunttx president trump master fate captain soul one man along movement,0.0
10/13/2024,rt typocatcav2 reasons part almost certainly illegal campaign coordination trump camp elon musk,-0.2992
10/13/2024,rt bowtiedranger memes latest harris ad unreal https,0.0
10/13/2024,rt mtgrepp thinks donald trump would win california required voter id wild ðÿ ðÿ https,0.5859
10/13/2024,rt harryjsisson donald trump threatened withhold federal aid california forest fires elected trump put,-0.4588
10/13/2024,rt chrisjollyhale former president trump 44 cabinet secretaries 40 support 2024 campaign neither vice,0.4019
10/13/2024,rt breaking appoint rfk investigate causing increase chronic health problems,-0.1027
10/13/2024,rt thedailybeast elon x reportedly worked trump campaign censor material could harmful former,-0.4588
10/13/2024,rt thewakeninq silence mainstream media cnn msndc cbs appears donald appeal regarding 454,0.0
10/13/2024,rt boloudon dennis quaid endorsed rightful president trump stage california rally time pick side,0.25
10/13/2024,rt miloszlodowski duå¼e wydarzenie bo å¼e trump wjeå¼då¼a absolutnie rozsadza system kontroli informacji jaki,0.0
10/13/2024,rt charliekirk11 donald trump confirms going joe rogan boom https,0.0
10/13/2024,rt donniedetroit19 mimagawatch trump told truth detroit went one richest cities country 1960s,0.6908
10/13/2024,good sunday border czar ksmala harris puts american women children danger coachella sundaymorning missing children get sold https,-0.4019
10/13/2024,rt josheakle last time alien enemies act invoked america american citizens including women children,-0.4939
10/13/2024,rt bonchieredstate jd vance times reporter illegal states masterclass deconstructing false,-0.5574
10/13/2024,1dimeofficial trump presidency bad obama much terrible bush worst,-0.8934
10/13/2024,bullshit trump lying cows children getting surgeries school nurse wtf ap know better https,-0.8442
10/13/2024,rt foxymarxist never satisfied kamala harris palestine yes never satisfied genocide,-0.2415
10/13/2024,rt bennyjohnson know bad snl openly mocking kamala harris joe biden https,-0.7351
10/13/2024,rt bonchieredstate jd vance times reporter illegal states masterclass deconstructing false,-0.5574
10/13/2024,rt elonmusk trump must win get insane imagine,0.2732
10/13/2024,rt chuckcallesto record breaking attendance rally california media hates https,-0.4404
10/13/2024,rt flywithkamala vp kamala harris met black leaders today raleigh pit authentic barbecue ðÿ ðÿ https,0.0
10/13/2024,rt newtgingrich took real nerve president obama leave 8 bedroom mansion 28 acres vineyard lecture young,-0.0516
10/13/2024,rt atrupar closing message full blown hate campaign black brown people historians look back,-0.5719
10/13/2024,rt forgiatoblow47 voter id mandatory think trump could win california yes,0.7783
10/13/2024,gunthereagleman telling china pre warn trump sends nuke especially conflict,-0.4576
10/13/2024,watcherguru well trump 47 inverse cramer never fails,0.5318
10/13/2024,rt muellershewrote interested many people flip trump loses election coconspirators faced,0.1027
10/13/2024,rt truejmitchell programs current administration want continue causing companies,0.0772
10/13/2024,rt realtrumpnewsx honest think fani willis thrown prison false charges brought,-0.2732
10/13/2024,rt krassenstein watch podcaster learns proposed china tariffs crock poop https,0.0
10/13/2024,rt blokeonwheels trump threatens withhold wildfire aid california governor wants want,-0.3182
10/13/2024,rt sethabramson given breaking news must seriously asked whether eye injuries result chemical spray used,-0.1779
10/13/2024,rt cnn vice president kamala harris health according detailed letter doctor released white house,0.0
10/13/2024,rt chrisjollyhale former president trump 44 cabinet secretaries 40 support 2024 campaign neither vice,0.4019
10/13/2024,rt blokeonwheels trump threatens withhold wildfire aid california governor wants want,-0.3182
10/13/2024,rt defiyantlyfree debunking killed border propaganda democrats pushing send liberal https,-0.7579
10/13/2024,rt mjfree finally mainstream media willing say elon musk meddling election https,0.0
10/13/2024,rt mtgrepp holy sh kamala harris officially lost saturday night live nobody likes ðÿ come middle class,0.128
10/13/2024,rt breaking president detroit economic club demolished donald trump slandering city detroit,0.0
10/13/2024,rt kamalahq gov walz remember elonmusk trump caught tape laughing idea firing striking workers,0.2023
10/13/2024,rt emmarincon esta es la razã³n por la que los demã³cratas quieren venezolanos en eeuu cuando trump estaba en el poder el,0.0
10/13/2024,rt mtgrepp cnn want retweet video 100k people california rally saying sucks cnn sucks cnn,-0.5719
10/13/2024,rt thedailybeast elon x reportedly worked trump campaign censor material could harmful former,-0.4588
10/13/2024,instead unprincipled charlatans like called pastortimlocke pro donald trump watch ads harris https,0.3612
10/13/2024,heytammybruce exact quelque chose de grave ã cacher et ils savent que le trump trouvera il faudra agrandir les prisons,-0.3818
10/13/2024,rt along rebecca forget duty vote back home cast vote biden expressing,-0.2263
10/13/2024,rt mzhemingway oh goodness world harris campaign train load use gun went,0.1531
10/13/2024,rt nicksortor president trump roasted protestor interrupted rally coachella california back home mommy,-0.296
10/13/2024,rt catturd2 another reason vote trump,0.0
10/13/2024,tcabarrus mais en europe nous regardons les par le biais de ou de la californie mais les des autres sont et sont pour trump,0.0
10/13/2024,rt newsmax auto workers trump founder brian pannebecker told newsmax saturday auto industry,0.0
10/13/2024,rt murp1953tim detroit renaissance unlike future donald trump waste plug nickel prospects,-0.1531
10/13/2024,rt mtgrepp agrees trump said hosts view degenerates dumb women https,-0.3612
10/13/2024,rt floatallboats please read full article meanwhile bottom line impact immigrant ideology https,0.3182
10/13/2024,rt truejmitchell works forced live homeless right due joe biden kamala harris economy,-0.4588
10/13/2024,rt mattgaetz kamala trump,0.0
10/13/2024,rt wutangkids whoa jon bon jovi epic endorsement kamala harris tim house ðÿ https,0.3182
10/13/2024,bewinstonsmith capr1corn01 saravic333 34 convictions dismissed court people brought lawsuit trump narrowly avoided getting sanctioned bullshit convicted felon longer spewing lies corporate journalists repeating,-0.872
10/13/2024,naziakhan455 already delta force seal teams cia etc many boots thick trump lies know,-0.4215
10/13/2024,rt gunthereagleman another reason voting president trump,0.0
10/13/2024,donald trump says china https via youtube,0.0
10/13/2024,rt curious see call daddy host alexandra cooper next move trump called dumber harris,-0.0516
10/13/2024,rt davidaxelrod trump literally never changed position policies lol serious harris,0.3612
10/13/2024,rt elon hitting switch trump lose https,-0.4019
10/13/2024,rt bubblebathgirl tim walz lied accused president trump increasing national debt anyone trump added,-0.743
10/13/2024,trump hearts dictators atlantic https,0.6486
10/13/2024,rt kremlintrolls wonder musk blocked video damaging trump everyone knew everyone knows hit retweet,-0.6597
10/13/2024,rt president trump clean new york city wins november vote smart new yorkers votetrumpvance2024 ðÿ https,0.8442
10/13/2024,rt collinrugg new elderly man says hopes somebody k lls trump trump going sellout putin media,0.4215
10/13/2024,think trump claims known hired best administration people actually worked closely overwhelmingly say fit president https,0.7351
10/13/2024,rt kamalahq trump praises xi jinping says real americans support https,0.7269
10/13/2024,rt wutangkids whoa jon bon jovi epic endorsement kamala harris tim house ðÿ https,0.3182
10/13/2024,rt ashley judd powerful anti trump speech elon musk blocking video twitter know retweet,-0.2732
10/13/2024,rt elon musk en zengin trump destekliyor en bã¼yã¼k hedeflerinden biri bize takmak,0.0
10/13/2024,rt kylenabecker new mtracey investigated univision town hall found half audience flown network expense,0.0
10/13/2024,rt dixidarlen president many acts kindnesses shared often enough tonight found video bc mother,0.6908
10/13/2024,rt wait second trump youtube page video titled que mala kamala https https,0.0
10/13/2024,rt pmnikki1 sprinterfamily yeah simpsons say trump assassination aware playbook upto players play,-0.0772
10/13/2024,rt jianmang054a å½ jd é,0.0
10/13/2024,rt scarylawyerguy calling sitting vice president united states retarded rehashing remarks jews,-0.2263
10/13/2024,hansmagnusnils1 fodiesen borud arillri tv2nyheter tv2morten enn om vi starter med det mest sannsynlige scenariet trump har pult epstein har skaffet ham noen har noe dritt trump han lett kan rekrutteres til legge til rette trafficking fordi han sannsynligvis har pult unger,0.0
10/13/2024,rt mikesington campaigning kamala harris first lady jill biden warns women die donald trump,-0.6486
10/13/2024,rt breaking president detroit economic club demolished donald trump slandering city detroit,0.0
10/13/2024,rt acyn two clips aired network trump claims biden administration withheld relief aid north carolina,0.4767
10/13/2024,rt stevehiltonx trump coachella https,0.0
10/13/2024,rt atrupar tim walz abc watched donald trump dismiss covid pandemic watched drive economy ground,0.0
10/13/2024,rt domifyoudo acyn inflation defeated cpi came happening right price gouging shrinkflation,-0.4767
10/13/2024,realdonaldtrump california wants trump,0.0
10/13/2024,rt mtgrepp cnn want retweet video 100k people california rally saying sucks cnn sucks cnn,-0.5719
10/13/2024,elonmusk question based false premise lyin trump using language lefty know wants murderers country moderate democrats republicans know make bulk voters absolutely want murderers one attempt divide,-0.8514
10/13/2024,rt projectlincoln kamala harris wants protect working class trump exploit like always know,0.5719
10/13/2024,rt nahbabynah election epic showdown trump facing kamala battling tag team,-0.2732
10/13/2024,rt madpharmacist1 donc si je comprend bien rafael jacob est devenu public 1 du qc et il doit perdre sa job parceque,0.0
10/13/2024,rt turningleafusa house another outside party take investigation secret service failure protect,0.25
10/13/2024,rt vaughnhillyard gt asked 50 faithful supporters whether believe donald trump actually,0.7845
10/13/2024,rt radiofreetom millions voters pay attention news genuinely idea crazy trump sounds,-0.4215
10/13/2024,rt wajahatali dennis quaid made case kamala considering trump said terminate constitution dictator,0.0
10/13/2024,rt mtgrepp holy sh kamala harris officially lost saturday night live nobody likes ðÿ come middle class,0.128
10/13/2024,rt defiantls trump least racist person ever met https,0.4973
10/13/2024,rt rpsagainsttrump flashback jan cnn contributor scott jennings suggested trump might need resign office,-0.34
10/13/2024,rt taprootrumps congrats locked guaranteed spots almost full matter time trump,0.4976
10/13/2024,rt katrinia21 heatherr411 country multi religions putting ten commandments school wall something jesus would say,0.0
10/13/2024,many angry cuz tried protect children violence amp corruption repuke tried run children 2xs killed son car amp cop family police make excuses criminal behavior like repukes trump fuck um https,-0.9403
10/13/2024,marxist shitworms corner senility market transference tactics waning thin get anew game dumb asses,-0.5106
10/13/2024,rt rpsagainsttrump flashback jan cnn contributor scott jennings suggested trump might need resign office,-0.34
10/13/2024,violent amp maniacal trump suggests heckler hell knocked rally https,-0.8689
10/13/2024,rt bennyjohnson know bad snl openly mocking kamala harris joe biden https,-0.7351
10/13/2024,rt smaloney924 secret service agent says reason stage coup donald trump request military protection,0.0
10/13/2024,nancysinatra ai harris https,0.0
10/13/2024,rt doggintrump trump literally defecating diaper stage spraying chemicals mask smell amp people,0.0
10/13/2024,rt elonmusk trump must win get insane imagine,0.2732
10/13/2024,rt wallstreetapes black american research finds harris admin revoked donald trump executive orders benefited,0.0
10/13/2024,rt sfpelosi nothing sacred donald trump came california cafirefightersmemorial day threatened cut,-0.6249
10/13/2024,rt bigfish3000 coachella mayor said trump welcome people different opinion https,0.4588
10/13/2024,rt maddenifico besides ordered trump make american people suffer reason house speaker mike johnson,-0.5423
10/13/2024,rt elonmusk trump must win get insane imagine,0.2732
10/13/2024,kamalaformn wo get harris tampon tim wins grandchildren children broke,0.2263
10/13/2024,rt kangaroos991 never forget day goons killed brother,-0.5905
10/13/2024,rt cryptogems555 us election coming soon trump meta go bananas added djt 0xtrumpchain https,0.0
10/13/2024,rt mtgrepp cnn want retweet video 100k people california rally saying sucks cnn sucks cnn,-0.5719
10/13/2024,rt mjfree knew new york times able confirm coordination trump campaign elon twitter,0.0
10/13/2024,rt artcandee melania trump crying book obamas helping renovate white house prior donald moving,-0.2263
10/13/2024,rt emptywheel appears least people cooperating state levels provided new information jack smith,0.0
10/13/2024,rt former british pm boris johnson defends russia record shuts cnn jake tapper https,0.0
10/13/2024,rt popcrave donald trump makes campaign stop coachella california kamala harris polling 24 points ahead home,-0.296
10/13/2024,rt huxley10001 best part trump rally everyone made way ww2 vet moving gates wife could pass trumpaurora,0.6369
10/13/2024,rt muellershewrote dwuhlfelderlaw oval office comes criminal immunity trump occupies elon,-0.5267
10/13/2024,rt immeme0 obama pissed black men two trump coming three four wo win five six,-0.1027
10/13/2024,rt jamesnavacom trump es interrumpido por el llano de un lo convierte en una celebraciã³n de la cultura de la vida dejes que,0.0
10/13/2024,rt kamalahq trump praises xi jinping says real americans support https,0.7269
10/13/2024,rt johnjharwood jarring statements said robert jones public religion,0.0
10/13/2024,rt bennyjohnson know bad snl openly mocking kamala harris joe biden https,-0.7351
10/13/2024,rt jules31415 jd vance left bluetooth earrings home https,0.0
10/13/2024,crouserrr great news trump,0.6249
10/13/2024,rt matttjordan scottadamssays love welcome open arms trump supporters media democrats,0.8779
10/13/2024,umm admit musk private citizen tipping platform favor trump disagree allowing voices tipping favor mean government tipping previous owners favor biden objectionable unconstitutional https,0.743
10/13/2024,rt timwilliamsart wife republican friend mostly maga neighborhood ca stand trump belongs social,0.4939
10/13/2024,rt tonyxtwo barack obama black man must said f ck f ck kamala harris f ck democratic party,0.4019
10/13/2024,esjesjesj difference wanting trump lose need achieve actively wanting harris win supports mass slaughter palestinians amp lebanese communities attacks un peacekeeping operations,0.7184
10/13/2024,rt markjacob16 politico calling rhetoric racist using word headline every news outlet needs,-0.6124
10/13/2024,trumps america great war gestern designer entwerfen andenken fã¼r harris https,0.0516
10/13/2024,rt jenresistedagn tired hearing trump needs psychological help lots people need psychological help nothing,0.3612
10/13/2024,rt sheilaswartwood marionawfal husband doug emhoff chinese communist party ðÿ ¹his firm reps ccp owned,0.4019
10/13/2024,rt karilake ruben gallego hates president trump much even acknowledge takedown one world worst,-0.7906
10/13/2024,rt mehdirhasan trump campaign coordinated elon kill circulation publication vance,-0.6908
10/13/2024,rt speakamertruth daily reminder tried assassinate donald trump never forget july 13,0.1695
10/13/2024,rt behizytweets community leaders endorsed trump stage coachella california rally president,0.25
10/13/2024,rt dgcomedy want close kamala harris wins one vote georgia hope,0.7845
10/13/2024,rt mtgrepp raise hand think donald trump turning california red https,0.4939
10/13/2024,rt sethtaylor1991 knocked 72 doors roswell georgia today 16 answered 13 kamalaharris 1,0.0
10/13/2024,rt aislinnschamane das prinzip von jd vance trump https,0.0
10/13/2024,rt veronicastrac phoenix az actor bryan cranston says important daughter fathers daughters within,0.2023
10/13/2024,rt transendthebs adgirlmm resorted psychological warfare smell desperation fret nurses,-0.6369
10/13/2024,rt gatewaypundit surprise kamala harris ad actors https https,0.2732
10/13/2024,rt wyo2step acyn trump policies project 2025 talk unpopular engages,0.25
10/13/2024,cumala harris,0.0
10/13/2024,election2024 harris retreating motte say something outrageous provocative bailey retreat motte say something people think intentional https https,-0.296
10/13/2024,rt acyn lotter donald trump hypothetical president president look record mcgowan,0.0
10/13/2024,mrchojedy harrison ten jeji trotl jedou minus svoboda projevu myslim ze tam je velkej rozdil taky jsou vic pro nekonecnou valku na ua vlastne jen resej problemy ktery sami vytvarej nebo rikaj jednu vec delaj uplnej opak trump je fakt neco lepsi kdyz taky dost mimo,0.0
10/13/2024,rt bennyjohnson look found walking road florida may trump sign yard,0.0
10/13/2024,rt longtimehistory father gastroenterologist believe heard every poop joke trump farts laughing,0.6597
10/13/2024,rt emptywheel guessing kind stuff china keeps use rather leaking get head start,0.5267
10/13/2024,harris people https,0.0
10/13/2024,rt maddenifico win work like kamala harris never stop joyful warriors let fucking,0.6177
10/13/2024,rt rpsagainsttrump governors wisconsin illinois michigan released joint statement friday admonishing donald trump,0.0
10/13/2024,rt realtrentleisy wow kamala said rightful president trump unfit serve release medical records,0.5859
10/13/2024,rpsagainsttrump fun fact would none kept shut like trump ordered,0.2937
10/13/2024,maga hate liberals everything wrong country trump little conservative little maga yeah trump,-0.7076
10/13/2024,kamalaharris agree voting trump least tried care made everything way worse made life manageable trump2024 laughing world laughing,0.8402
10/13/2024,rt johnjharwood jarring statements said robert jones public religion,0.0
10/13/2024,rt crrja5 reaction obama promoting blacks vote kamala democrat party black people one two trump coming,0.6369
10/13/2024,rt tonyxtwo oh snap woman absolutely destroys obama trying shame black men voting trump ðÿ black,-0.7902
10/13/2024,rt gingerlgaetz 24 days important election lifetime trump rally coachella w richardgrenell amp kash https,0.2023
10/13/2024,rt lesleyabravanel neil young pens endorsement kamala harris candidate honest forthright truth teller,0.7845
10/13/2024,rt mtgrepp breaking donald trump election telling thousands californians democrat,0.0
10/13/2024,rt davidcorndc imagine kamala harris said going withhold disaster assistance georgia unless governor accepted,-0.4588
10/13/2024,rt projectlincoln wo realdonaldtrump release medical records watched donald trump mental decline years,0.0
10/13/2024,rt behizytweets trump solution solving california water crisis detailed amp genius wants prevent water,-0.0772
10/13/2024,rt wgs328 marionawfal please read interested democrat party un control,0.7717
10/13/2024,rt dashdobrofsky wow national president liz shuler praised kamala harris standing workers,0.7906
10/13/2024,rt tonyxtwo damnnnnnn rips apart kamala harris ðÿ harris fake press nails see right,-0.4767
10/13/2024,rt kamalaformn minnesota grandparents showing kamala harris tim walz want better future,0.4939
10/13/2024,rt ben affleck calls depraved racist islamophobia genocidal zionists like bill maher sam harris,-0.3612
10/13/2024,rt lepapillonblu2 happy see voguemagazine kept classy featuring melania trump cover https,0.765
10/13/2024,rt projectlincoln wo realdonaldtrump release medical records watched donald trump mental decline years,0.0
10/13/2024,trumpdailyposts realdonaldtrump trump tax plan hurt working americans https,-0.5267
10/13/2024,rt jsolomonreports new poll shows voters blame alleged shooters democrat rhetoric attempts trump life https,-0.34
10/13/2024,rt kamalahq gov walz governor covid getting testing equipment early impossible meanwhile learned,0.0
10/13/2024,rt mantahunk trump white voters 65 going take away sole source income social security something put,0.34
10/13/2024,rt weinsteinlaw former chair joint chiefs staff says total dangerous person,-0.5256
10/13/2024,loreineo0 la politique des autres pays ã une importance il faut que marche en italie en autriche et dans les pays qui passent ã droite et mãªme si je pas pour trump quand mãªme important gagne pour motiver les gens de droite que la victoire est possible,0.5106
10/13/2024,rt defiyantlyfree debunking killed border propaganda democrats pushing send liberal https,-0.7579
10/13/2024,jimstewartson panicking black voters see real slave owners hispanics supporting trump caught cheating 2 debates chinese communist party penetrated democratic party controled 32 last 38 years want us like california us debt 35 tusd trump vance 2024 https,0.2732
10/13/2024,https ðÿ ¼ hey trump supporters joined onusfinance airdrop super easy join ðÿ win 1000 usdt join https,0.9509
10/13/2024,rt mjtruthultra know kamala harris helped protect baby organ harvesting operation prosecuted journalist,0.0
