Date,Adj Close
2024-01-02,2064.39990234375
2024-01-03,2034.199951171875
2024-01-04,2042.300048828125
2024-01-05,2042.4000244140625
2024-01-08,2026.5999755859375
2024-01-09,2026.4000244140625
2024-01-10,2021.699951171875
2024-01-11,2014.300048828125
2024-01-12,2046.699951171875
2024-01-16,2026.0
2024-01-17,2002.5999755859375
2024-01-18,2018.5999755859375
2024-01-19,2026.5
2024-01-22,2019.800048828125
2024-01-23,2023.699951171875
2024-01-24,2013.9000244140625
2024-01-25,2016.9000244140625
2024-01-26,2016.800048828125
2024-01-29,2025.199951171875
2024-01-30,2031.5
2024-01-31,2048.39990234375
2024-02-01,2053.0
2024-02-02,2036.0999755859375
2024-02-05,2025.699951171875
2024-02-06,2034.5
2024-02-07,2035.199951171875
2024-02-08,2032.199951171875
2024-02-09,2023.300048828125
2024-02-12,2018.199951171875
2024-02-13,1992.9000244140625
2024-02-14,1990.300048828125
2024-02-15,2002.0999755859375
2024-02-16,2011.5
2024-02-20,2027.5
2024-02-21,2022.300048828125
2024-02-22,2019.699951171875
2024-02-23,2038.5999755859375
2024-02-26,2028.5
2024-02-27,2034.0
2024-02-28,2033.0
2024-02-29,2045.699951171875
2024-03-01,2086.89990234375
2024-03-04,2117.699951171875
2024-03-05,2133.5
2024-03-06,2150.300048828125
2024-03-07,2158.0
2024-03-08,2178.60009765625
2024-03-11,2182.5
2024-03-12,2160.39990234375
2024-03-13,2175.39990234375
2024-03-14,2163.0
2024-03-15,2157.300048828125
2024-03-18,2160.699951171875
2024-03-19,2156.300048828125
2024-03-20,2157.89990234375
2024-03-21,2182.39990234375
2024-03-22,2158.10009765625
2024-03-25,2174.800048828125
2024-03-26,2175.60009765625
2024-03-27,2190.60009765625
2024-03-28,2217.39990234375
2024-04-01,2236.5
2024-04-02,2261.0
2024-04-03,2294.39990234375
2024-04-04,2288.800048828125
2024-04-05,2325.699951171875
2024-04-08,2331.699951171875
2024-04-09,2343.5
2024-04-10,2329.60009765625
2024-04-11,2354.800048828125
2024-04-12,2356.199951171875
2024-04-15,2365.800048828125
2024-04-16,2390.800048828125
2024-04-17,2371.699951171875
2024-04-18,2382.300048828125
2024-04-19,2398.39990234375
2024-04-22,2332.199951171875
2024-04-23,2327.699951171875
2024-04-24,2324.5
2024-04-25,2329.800048828125
2024-04-26,2334.800048828125
2024-04-29,2345.39990234375
2024-04-30,2291.39990234375
2024-05-01,2299.89990234375
2024-05-02,2299.199951171875
2024-05-03,2299.0
2024-05-06,2321.60009765625
2024-05-07,2315.199951171875
2024-05-08,2313.60009765625
2024-05-09,2332.10009765625
2024-05-10,2367.300048828125
2024-05-13,2336.10009765625
2024-05-14,2353.39990234375
2024-05-15,2388.699951171875
2024-05-16,2380.0
2024-05-17,2412.199951171875
2024-05-20,2433.89990234375
2024-05-21,2421.699951171875
2024-05-22,2389.199951171875
2024-05-23,2335.0
2024-05-24,2332.5
2024-05-28,2355.199951171875
2024-05-29,2340.300048828125
2024-05-30,2342.89990234375
2024-05-31,2322.89990234375
2024-06-03,2346.60009765625
2024-06-04,2325.5
2024-06-05,2354.10009765625
2024-06-06,2370.300048828125
2024-06-07,2305.199951171875
2024-06-10,2307.699951171875
2024-06-11,2307.5
2024-06-12,2336.0
2024-06-13,2300.199951171875
2024-06-14,2331.39990234375
2024-06-17,2312.39990234375
2024-06-18,2330.39990234375
2024-06-20,2353.800048828125
2024-06-21,2316.39990234375
2024-06-24,2330.0
2024-06-25,2316.60009765625
2024-06-26,2299.199951171875
2024-06-27,2324.5
2024-06-28,2327.699951171875
2024-07-01,2327.60009765625
2024-07-02,2323.0
2024-07-03,2359.800048828125
2024-07-05,2388.5
2024-07-08,2355.199951171875
2024-07-09,2360.10009765625
2024-07-10,2372.199951171875
2024-07-11,2415.0
2024-07-12,2414.0
2024-07-15,2422.89990234375
2024-07-16,2462.39990234375
2024-07-17,2454.800048828125
2024-07-18,2451.800048828125
2024-07-19,2395.5
2024-07-22,2392.0
2024-07-23,2404.60009765625
2024-07-24,2413.300048828125
2024-07-25,2351.89990234375
2024-07-26,2380.0
2024-07-29,2377.300048828125
2024-07-30,2405.0
2024-07-31,2426.5
2024-08-01,2435.0
2024-08-02,2425.699951171875
2024-08-05,2401.699951171875
2024-08-06,2389.10009765625
2024-08-07,2390.5
2024-08-08,2422.199951171875
2024-08-09,2432.10009765625
2024-08-12,2462.39990234375
2024-08-13,2466.699951171875
2024-08-14,2439.39990234375
2024-08-15,2453.10009765625
2024-08-16,2498.60009765625
2024-08-19,2501.800048828125
2024-08-20,2511.300048828125
2024-08-21,2508.39990234375
2024-08-22,2478.89990234375
2024-08-23,2508.39990234375
2024-08-26,2517.699951171875
2024-08-27,2516.0
2024-08-28,2501.0
2024-08-29,2525.699951171875
2024-08-30,2493.800048828125
2024-09-03,2489.89990234375
2024-09-04,2493.39990234375
2024-09-05,2511.39990234375
2024-09-06,2493.5
2024-09-09,2501.800048828125
2024-09-10,2512.300048828125
2024-09-11,2512.10009765625
2024-09-12,2551.199951171875
2024-09-13,2581.300048828125
2024-09-16,2580.39990234375
2024-09-17,2564.300048828125
2024-09-18,2570.699951171875
2024-09-19,2588.0
2024-09-20,2619.89990234375
2024-09-23,2626.5
2024-09-24,2651.199951171875
2024-09-25,2659.199951171875
2024-09-26,2669.89990234375
2024-09-27,2644.300048828125
2024-09-30,2636.10009765625
2024-10-01,2667.300048828125
