Date,Adj Close
2024-01-02,3.946000099182129
2024-01-03,3.9070000648498535
2024-01-04,3.990999937057495
2024-01-05,4.041999816894531
2024-01-08,4.001999855041504
2024-01-09,4.019000053405762
2024-01-10,4.03000020980835
2024-01-11,3.9769999980926514
2024-01-12,3.950000047683716
2024-01-16,4.065999984741211
2024-01-17,4.105999946594238
2024-01-18,4.144000053405762
2024-01-19,4.145999908447266
2024-01-22,4.093999862670898
2024-01-23,4.142000198364258
2024-01-24,4.177999973297119
2024-01-25,4.131999969482422
2024-01-26,4.159999847412109
2024-01-29,4.091000080108643
2024-01-30,4.059000015258789
2024-01-31,3.9670000076293945
2024-02-01,3.86299991607666
2024-02-02,4.0329999923706055
2024-02-05,4.164000034332275
2024-02-06,4.090000152587891
2024-02-07,4.110000133514404
2024-02-08,4.170000076293945
2024-02-09,4.186999797821045
2024-02-12,4.171999931335449
2024-02-13,4.315999984741211
2024-02-14,4.267000198364258
2024-02-15,4.239999771118164
2024-02-16,4.295000076293945
2024-02-20,4.275000095367432
2024-02-21,4.324999809265137
2024-02-22,4.327000141143799
2024-02-23,4.260000228881836
2024-02-26,4.298999786376953
2024-02-27,4.315000057220459
2024-02-28,4.27400016784668
2024-02-29,4.251999855041504
2024-03-01,4.179999828338623
2024-03-04,4.218999862670898
2024-03-05,4.13700008392334
2024-03-06,4.104000091552734
2024-03-07,4.0920000076293945
2024-03-08,4.089000225067139
2024-03-11,4.104000091552734
2024-03-12,4.15500020980835
2024-03-13,4.191999912261963
2024-03-14,4.297999858856201
2024-03-15,4.303999900817871
2024-03-18,4.340000152587891
2024-03-19,4.296999931335449
2024-03-20,4.2729997634887695
2024-03-21,4.270999908447266
2024-03-22,4.2179999351501465
2024-03-25,4.252999782562256
2024-03-26,4.234000205993652
2024-03-27,4.196000099182129
2024-03-28,4.205999851226807
2024-04-01,4.328999996185303
2024-04-02,4.364999771118164
2024-04-03,4.355000019073486
2024-04-04,4.309000015258789
2024-04-05,4.377999782562256
2024-04-08,4.423999786376953
2024-04-09,4.366000175476074
2024-04-10,4.559999942779541
2024-04-11,4.576000213623047
2024-04-12,4.499000072479248
2024-04-15,4.627999782562256
2024-04-16,4.658999919891357
2024-04-17,4.585000038146973
2024-04-18,4.646999835968018
2024-04-19,4.614999771118164
2024-04-22,4.623000144958496
